Architecture
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	Instructor	Date (MM/DD)	Location	Attribute
NR	10491	COMP	3071	07	WIT	4.000	INTRO TO PROGRAMMING LANGUAGES	M	09:00 am-09:50 am	25	5	20	Michael Oudshoorn (P)	08/31-12/09	WENTW 010	 
 	 	 	 	 	 	 	 	T	10:00 am-11:40 am	 	 	 	Michael Oudshoorn (P)	08/31-12/09	WENTW 306	 
NR	10492	COMP	3071	08	WIT	0.000	INTRO TO PROGRAMMING LANG-LAB	M	10:00 am-11:50 am	25	5	20	Michael Oudshoorn (P)	08/31-12/09	DOBBS 308	 
C	10496	COMP	3170	01	WIT	4.000	NETWORK ADMINISTRATION	MWF	09:00 am-09:50 am	25	26	-1	Charles Gordon Wiseman (P)	08/31-12/09	WENTW 004	 
C	10498	COMP	3170	02	WIT	0.000	NETWORK ADMINISTRATION-LAB	R	08:00 am-09:50 am	25	26	-1	Charles Gordon Wiseman (P)	08/31-12/09	WENTW 004	 
C	10500	COMP	3170	03	WIT	4.000	NETWORK ADMINISTRATION	MWF	01:00 pm-01:50 pm	25	27	-2	Charles Gordon Wiseman (P)	08/31-12/09	WENTW 004	 
C	10501	COMP	3170	04	WIT	0.000	NETWORK ADMINISTRATION-LAB	T	12:00 pm-01:50 pm	25	27	-2	Charles Gordon Wiseman (P)	08/31-12/09	WENTW 004	 
NR	10502	COMP	3170	05	WIT	4.000	NETWORK ADMINISTRATION	MWF	10:00 am-10:50 am	25	15	10	Nguyen Thai (P)	08/31-12/09	WENTW 004	 
NR	10503	COMP	3170	06	WIT	0.000	NETWORK ADMINISTRATION-LAB	T	08:00 am-09:50 am	25	15	10	Nguyen Thai (P)	08/31-12/09	WENTW 004	 
C	10494	COMP	3171	01	WIT	4.000	802.11 WIRELESS NETWORKS	TR	02:00 pm-03:15 pm	25	25	0	Mira Yun (P)	08/31-12/09	WENTW 004	 
C	10495	COMP	3171	02	WIT	0.000	802.11 WIRELESS NETWORKS-LAB	W	02:00 pm-03:50 pm	25	25	0	Mira Yun (P)	08/31-12/09	WENTW 004	 
NR	10514	COMP	3572	01	WIT	3.000	SECURE IT MANAGEMENT	TR	10:00 am-10:50 am	25	22	3	Leslie B Vaughan (P)	08/31-12/09	WILLS 105	 
NR	10515	COMP	3572	02	WIT	0.000	SECURE IT MANAGEMENT-LAB	M	11:00 am-12:50 pm	25	22	3	Leslie B Vaughan (P)	08/31-12/09	RBSTN 201	 
NR	10516	COMP	3572	03	WIT	3.000	SECURE IT MANAGEMENT	MW	09:00 am-09:50 am	25	11	14	John Enrique Knights (P)	08/31-12/09	WENTW 307	 
NR	10517	COMP	3572	04	WIT	0.000	SECURE IT MANAGEMENT-LAB	W	11:00 am-12:50 pm	25	11	14	John Enrique Knights (P)	08/31-12/09	WENTW 206	 
NR	10507	COMP	3671	03	WIT	4.000	DATABASE APPLICATIONS	MWF	10:00 am-10:50 am	25	13	12	John P Russo (P)	08/31-12/09	WENTW 010	 
NR	10509	COMP	3671	04	WIT	0.000	DATABASE APPLICATIONS-LAB	T	02:00 pm-03:50 pm	25	13	12	John P Russo (P)	08/31-12/09	WENTW 010	 
NR	10440	COMP	3800	01	WIT	4.000	GENETIC ALGORITHMS	MWF	11:00 am-11:50 am	25	4	21	Karina Assiter (P)	08/31-12/09	TANSE 201	BCOS Advanced CS Reqt
NR	10441	COMP	3800	02	WIT	0.000	GENETIC ALGORITHMS-LAB	R	10:00 am-11:50 am	25	4	21	Karina Assiter (P)	08/31-12/09	525HA 115	 
NR	10470	COMP	3999	01	WIT	4.000	INFO SYSTEMS PROJECT MGMT	MWF	02:00 pm-02:50 pm	25	17	8	Lisa MacLean (P)	08/31-12/09	DOBBS 307	 
NR	10471	COMP	3999	02	WIT	0.000	INFO SYSTEMS PROJECT MGMT-LAB	T	02:00 pm-04:50 pm	25	17	8	Lisa MacLean (P)	08/31-12/09	DOBBS 203	 
C	10473	COMP	3999	03	WIT	4.000	INFO SYSTEMS PROJECT MGMT	MWF	12:00 pm-12:50 pm	25	26	-1	Lisa MacLean (P)	08/31-12/09	WENTW 214	 
C	10475	COMP	3999	04	WIT	0.000	INFO SYSTEMS PROJECT MGMT-LAB	R	01:00 pm-02:50 pm	25	26	-1	Lisa MacLean (P)	08/31-12/09	BEATT 303	 
NR	11136	COMP	4050	01	WIT	4.000	MACHINE LEARNING	MWF	01:00 pm-01:50 pm	25	16	9	Nathaniel Derbinsky (P)	08/31-12/09	WENTW 010	BCOS Advanced CS Reqt
NR	11137	COMP	4050	02	WIT	0.000	MACHINE LEARNING - LAB	T	10:00 am-11:50 am	25	16	9	Nathaniel Derbinsky (P)	08/31-12/09	WILLS 103	 
Construction
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	Instructor	Date (MM/DD)	Location	Attribute
NR	11380	TCON	0170	01	WIT	3.000	30 HOUR OSHA TRAINING	T	05:30 pm-08:30 pm	20	11	9	Robert George Malkasian (P)	08/31-12/16	WENTW 214	 
NR	11343	TCON	0210	01	WIT	3.500	PLAN READING	TR	06:00 pm-08:30 pm	20	13	7	Leslie Tuplin (P)	08/31-10/17	WATSN 002	 
NR	11344	TCON	0220	01	WIT	3.500	ESTIMATING	MW	06:00 pm-08:30 pm	20	11	9	Leslie Tuplin (P)	10/26-12/12	WATSN 001	 
NR	11345	TCON	0230	01	CTC	3.500	WOOD FRAMING	MW	06:00 pm-08:30 pm	20	9	11	Brian G Austin (P)	10/26-12/12	TBA	 
NR	11346	TCON	0240	01	WIT	3.500	MASONRY	TR	06:00 pm-08:30 pm	20	4	16	John Robert Totten (P)	10/26-12/12	ANXCN 014	 
Construction License
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	Instructor	Date (MM/DD)	Location	Attribute
NR	11377	TCLI	0110	01	WIT	2.100	CONSTRUCTION SUPERVISOR LICENS	S	08:00 am-11:00 am	20	15	5	Pasquale Demarco (P)	10/26-12/12	WENTW 205	 
Construction Management
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	Instructor	Date (MM/DD)	Location	Attribute
C	10001	CONM	1000	01	WIT	2.000	INTRO TO CONSTRUCTION MANAGEME	M	10:00 am-10:50 am	28	28	0	Ilyas Bhatti (P)	08/31-12/09	ANXCN 103	 
C	10002	CONM	1000	02	WIT	2.000	INTRO TO CONSTRUCTION MANAGEME	M	12:00 pm-12:50 pm	28	28	0	Ilyas Bhatti (P)	08/31-12/09	ANXCN 014	 
C	10003	CONM	1000	03	WIT	2.000	INTRO TO CONSTRUCTION MANAGEME	M	11:00 am-11:50 am	28	29	-1	Ilyas Bhatti (P)	08/31-12/09	ANXCN 102	 
NR	10004	CONM	1000	04	WIT	2.000	INTRO TO CONSTRUCTION MANAGEME	M	02:00 pm-02:50 pm	28	26	2	Ilyas Bhatti (P)	08/31-12/09	ANXCN 207	 
NR	10005	CONM	1000	05	WIT	0.000	INTRO TO CONSTRUCTION MGMT-LAB	T	08:00 am-09:50 am	19	17	2	Ilyas Bhatti (P)	08/31-12/09	ANXSO 004	 
NR	10006	CONM	1000	06	WIT	0.000	INTRO TO CONSTRUCTION MGMT-LAB	R	08:00 am-09:50 am	19	16	3	Ilyas Bhatti (P)	08/31-12/09	ANXSO 004	 
C	10007	CONM	1000	07	WIT	0.000	INTRO TO CONSTRUCTION MGMT-LAB	T	10:00 am-11:50 am	19	20	-1	Ilyas Bhatti (P)	08/31-12/09	ANXSO 004	 
C	10008	CONM	1000	08	WIT	0.000	INTRO TO CONSTRUCTION MGMT-LAB	R	10:00 am-11:50 am	19	19	0	Ilyas Bhatti (P)	08/31-12/09	ANXSO 004	 
C	10009	CONM	1000	09	WIT	0.000	INTRO TO CONSTRUCTION MGMT-LAB	T	01:30 pm-03:20 pm	19	19	0	Ilyas Bhatti (P)	08/31-12/09	ANXSO 004	 
C	10010	CONM	1000	10	WIT	0.000	INTRO TO CONSTRUCTION MGMT-LAB	R	01:30 pm-03:20 pm	19	20	-1	Ilyas Bhatti (P)	08/31-12/09	ANXCN 210	 
C	10011	CONM	1200	01	WIT	4.000	BUILDING CONSTRUCTION	MWF	08:00 am-08:50 am	30	31	-1	Erik Benjamin Simon (P)	08/31-12/09	ANXCN 207	Minor Crs: Construction Mgmnt
NR	10013	CONM	1200	02	WIT	0.000	BUILDING CONSTRUCTION - LAB	T	08:00 am-09:50 am	17	15	2	Thomas A Taddeo (P)	08/31-12/09	ANXCN 014	Minor Crs: Construction Mgmnt
C	10026	CONM	1200	03	WIT	0.000	BUILDING CONSTRUCTION - LAB	R	10:00 am-11:50 am	17	18	-1	Erik Benjamin Simon (P)	08/31-12/09	ANXCN 014	Minor Crs: Construction Mgmnt
NR	10028	CONM	1200	04	WIT	4.000	BUILDING CONSTRUCTION	MWF	10:00 am-10:50 am	30	29	1	Thomas A Taddeo (P)	08/31-12/09	ANXCN 207	Minor Crs: Construction Mgmnt
NR	10030	CONM	1200	05	WIT	0.000	BUILDING CONSTRUCTION - LAB	T	10:00 am-11:50 am	17	13	4	Thomas A Taddeo (P)	08/31-12/09	ANXCN 014	Minor Crs: Construction Mgmnt
C	10034	CONM	1200	06	WIT	0.000	BUILDING CONSTRUCTION - LAB	R	01:00 pm-02:50 pm	17	17	0	Erik Benjamin Simon (P)	08/31-12/09	ANXCN 014	Minor Crs: Construction Mgmnt
C	10037	CONM	1200	07	WIT	4.000	BUILDING CONSTRUCTION	MWF	01:00 pm-01:50 pm	30	30	0	Thomas A Taddeo (P)	08/31-12/09	ANXCN 207	Minor Crs: Construction Mgmnt
C	10042	CONM	1200	08	WIT	0.000	BUILDING CONSTRUCTION - LAB	W	01:00 pm-02:50 pm	17	18	-1	Erik Benjamin Simon (P)	08/31-12/09	ANXCN 014	Minor Crs: Construction Mgmnt
C	10043	CONM	1200	09	WIT	0.000	BUILDING CONSTRUCTION - LAB	W	03:00 pm-04:50 pm	17	18	-1	Paul W. O'Connor (P)	08/31-12/09	ANXCN 014	Minor Crs: Construction Mgmnt
C	10044	CONM	1200	10	WIT	4.000	BUILDING CONSTRUCTION	MWF	09:00 am-09:50 am	30	31	-1	Thomas A Taddeo (P)	08/31-12/09	ANXCN 207	Minor Crs: Construction Mgmnt
C	10045	CONM	1200	11	WIT	0.000	BUILDING CONSTRUCTION - LAB	R	08:00 am-09:50 am	17	17	0	Erik Benjamin Simon (P)	08/31-12/09	ANXCN 014	Minor Crs: Construction Mgmnt
NR	10046	CONM	1200	12	WIT	0.000	BUILDING CONSTRUCTION - LAB	T	02:00 pm-03:50 pm	17	16	1	Thomas A Taddeo (P)	08/31-12/09	ANXCN 014	Minor Crs: Construction Mgmnt
NR	10047	CONM	1200	13	WIT	4.000	BUILDING CONSTRUCTION	TR	11:00 am-12:15 pm	30	29	1	Christopher Simmler (P)	08/31-12/09	ANXCN 207	Minor Crs: Construction Mgmnt
C	10048	CONM	1200	14	WIT	0.000	BUILDING CONSTRUCTION - LAB	M	10:00 am-11:50 am	17	18	-1	Erik Benjamin Simon (P)	08/31-12/09	ANXCN 014	 
C	10049	CONM	2000	01	WIT	4.000	CONSTRUCTION SURVEYING	MW	08:00 am-08:50 am	38	41	-3	Payam Bakhshi (P)	08/31-12/09	ANXCN 014	 
NR	10050	CONM	2000	02	WIT	4.000	CONSTRUCTION SURVEYING	MW	10:00 am-10:50 am	38	36	2	Payam Bakhshi (P)	08/31-12/09	ANXCN 102	 
C	10051	CONM	2000	03	WIT	0.000	CONSTRUCTION SURVEYING-LAB	T	08:00 am-11:50 am	20	20	0	Payam Bakhshi (P)	08/31-12/09	ANXSO 006	 
NR	10052	CONM	2000	04	WIT	0.000	CONSTRUCTION SURVEYING-LAB	R	08:00 am-11:50 am	20	18	2	Payam Bakhshi (P)	08/31-12/09	ANXCN 007	 
NR	10053	CONM	2000	05	WIT	0.000	CONSTRUCTION SURVEYING-LAB	M	01:00 pm-04:50 pm	20	13	7	Monica A Snow (P)	08/31-12/09	ANXSO 002	 
C	10055	CONM	2000	07	WIT	0.000	CONSTRUCTION SURVEYING-LAB	T	01:00 pm-04:50 pm	20	20	0	William J. McGovern (P)	08/31-12/09	ANXCN 107	 
NR	10056	CONM	2000	08	WIT	0.000	CONSTRUCTION SURVEYING-LAB	R	01:00 pm-04:50 pm	20	18	2	William J. McGovern (P)	08/31-12/09	ANXCN 107	 
NR	10057	CONM	2000	09	WIT	4.000	CONSTRUCTION SURVEYING	TR	01:00 pm-01:50 pm	38	16	22	Payam Bakhshi (P)	08/31-12/09	ANXCN 102	 
NR	10058	CONM	2000	10	WIT	4.000	CONSTRUCTION SURVEYING	TR	09:00 am-09:50 am	38	33	5	William J. McGovern (P)	08/31-12/09	ANXCN 102	 
NR	10059	CONM	2000	11	WIT	0.000	CONSTRUCTION SURVEYING-LAB	W	08:00 am-11:50 am	20	8	12	Monica A Snow (P)	08/31-12/09	ANXCN 107	 
NR	10060	CONM	2000	12	WIT	0.000	CONSTRUCTION SURVEYING-LAB	T	08:00 am-11:50 am	20	19	1	Erik Benjamin Simon (P)	08/31-12/09	ANXSO 002	 
NR	10061	CONM	2000	13	WIT	0.000	CONSTRUCTION SURVEYING-LAB	F	01:00 pm-04:50 pm	20	10	10	Erik Benjamin Simon (P)	08/31-12/09	ANXCN 302	 
NR	10063	CONM	2100	01	WIT	4.000	STATICS/STRENGTH MATERIALS	MW	10:00 am-11:15 am	70	45	25	Robert A. Falciani (P)	08/31-12/09	BEATT 419	 
C	10064	CONM	2100	02	WIT	0.000	STATICS/STRENGTH MATERIALS-LAB	F	10:00 am-11:50 am	28	32	-4	Robert A. Falciani (P)	08/31-12/09	ANXSO 004	 
C	10065	CONM	2100	03	WIT	0.000	STATICS/STRENGTH MATERIALS-LAB	W	03:00 pm-04:50 pm	28	30	-2	Robert A. Falciani (P)	08/31-12/09	ANXSO 004	 
C	10066	CONM	2100	04	WIT	4.000	STATICS/STRENGTH MATERIALS	MW	01:00 pm-02:15 pm	70	75	-5	Robert A. Falciani (P)	08/31-12/09	BEATT 426	 
C	10068	CONM	2100	05	WIT	0.000	STATICS/STRENGTH MATERIALS-LAB	F	01:00 pm-02:50 pm	28	31	-3	Robert A. Falciani (P)	08/31-12/09	ANXSO 004	 
NR	10069	CONM	2100	07	WIT	0.000	STATICS/STRENGTH MATERIALS-LAB	M	03:00 pm-04:50 pm	28	27	1	Robert A. Falciani (P)	08/31-12/09	ANXSO 004	 
C	10071	CONM	2200	01	WIT	4.000	ESTIMATING	MWF	09:00 am-09:50 am	28	32	-4	Edward Scott Sumner (P)	08/31-12/09	ANXCN 014	 
NR	10072	CONM	2200	02	WIT	0.000	ESTIMATING - LAB	F	03:00 pm-04:50 pm	28	11	17	Gary Younger (P)	08/31-12/09	ANXSO 002	 
NR	10073	CONM	2200	03	WIT	4.000	ESTIMATING	MWF	11:00 am-11:50 am	28	24	4	Edward Scott Sumner (P)	08/31-12/09	ANXCN 207	 
NR	10074	CONM	2200	04	WIT	0.000	ESTIMATING - LAB	W	03:00 pm-04:50 pm	28	25	3	Gary Younger (P)	08/31-12/09	ANXSO 002	 
NR	10075	CONM	2200	05	WIT	0.000	ESTIMATING - LAB	W	05:00 pm-06:50 pm	28	26	2	Gary Younger (P)	08/31-12/09	ANXSO 002	 
NR	10079	CONM	2200	06	WIT	4.000	ESTIMATING	MWF	03:00 pm-03:50 pm	28	10	18	Edward Scott Sumner (P)	08/31-12/09	ANXCN 207	 
C	10080	CONM	2200	07	WIT	0.000	ESTIMATING - LAB	F	08:00 am-09:50 am	28	28	0	William Kearney (P)	08/31-12/09	ANXSO 002	 
C	10081	CONM	2200	08	WIT	0.000	ESTIMATING - LAB	F	10:00 am-11:50 am	28	29	-1	William Kearney (P)	08/31-12/09	ANXSO 002	 
NR	10083	CONM	2200	09	WIT	4.000	ESTIMATING	TR	11:00 am-12:15 pm	28	25	3	William Kearney (P)	08/31-12/09	ANXCN 103	 
C	10084	CONM	2200	10	WIT	4.000	ESTIMATING	TR	01:00 pm-02:15 pm	28	28	0	William Kearney (P)	08/31-12/09	ANXSO 002	 
C	10135	CONM	2600	01	WIT	3.000	WOOD/STEEL ANALYSIS & DESIGN	TR	08:00 am-09:15 am	28	28	0	Monica A Snow (P)	08/31-12/09	ANXCN 201	 
NR	10136	CONM	2600	02	WIT	3.000	WOOD/STEEL ANALYSIS & DESIGN	TR	11:00 am-12:15 pm	28	24	4	Monica A Snow (P)	08/31-12/09	ANXCN 201	 
C	10137	CONM	2600	03	WIT	3.000	WOOD/STEEL ANALYSIS & DESIGN	TR	01:00 pm-02:15 pm	28	28	0	Monica A Snow (P)	08/31-12/09	ANXCN 201	 
C	11335	CONM	2990	01	WIT	1.000	INDEPENDENT STUDY CONST MGMT	 	TBA	1	1	0	Robert A. Falciani (P)	08/31-12/09	TBA	 
C	11580	CONM	2990	02	WIT	1.000	INDEPENDENT STUDY CONST MGMT	 	TBA	1	1	0	Edward Scott Sumner (P)	08/31-12/09	TBA	 
C	11586	CONM	2990	03	WIT	1.000	INDEPENDENT STUDY CONST MGMT	 	TBA	1	1	0	Cristina Cosma (P)	08/31-12/09	TBA	 
C	10129	CONM	3000	01	WIT	4.000	MATERIALS TEST & QUALITY CNTRL	M	08:00 am-09:50 am	45	45	0	Todd C. Johnson (P)	08/31-12/09	WENTW 314	 
NR	10130	CONM	3000	02	WIT	4.000	MATERIALS TEST & QUALITY CNTRL	M	10:00 am-11:50 am	45	38	7	Todd C. Johnson (P)	08/31-12/09	WATSN 001	 
NR	10131	CONM	3000	03	WIT	0.000	MATERIALS TEST & QLTY CNTR-LAB	W	08:00 am-11:50 am	21	20	1	Todd C. Johnson (P)	08/31-12/09	ANXCN 012	 
 	 	 	 	 	 	 	 	W	08:00 am-11:50 am	 	 	 	Todd C. Johnson (P)	08/31-12/09	ANXCN 007	 
NR	10132	CONM	3000	04	WIT	0.000	MATERIALS TEST & QLTY CNTR-LAB	F	01:00 pm-04:50 pm	21	20	1	Todd C. Johnson (P)	08/31-12/09	ANXCN 012	 
 	 	 	 	 	 	 	 	F	01:00 pm-04:50 pm	 	 	 	Todd C. Johnson (P)	08/31-12/09	ANXCN 007	 
C	10133	CONM	3000	05	WIT	0.000	MATERIALS TEST & QLTY CNTR-LAB	F	08:00 am-11:50 am	21	23	-2	Todd C. Johnson (P)	08/31-12/09	ANXCN 007	 
 	 	 	 	 	 	 	 	F	08:00 am-11:50 am	 	 	 	Todd C. Johnson (P)	08/31-12/09	ANXCN 012	 
C	10134	CONM	3000	06	WIT	0.000	MATERIALS TEST & QLTY CNTR-LAB	T	08:00 am-11:50 am	21	21	0	Todd C. Johnson (P)	08/31-12/09	ANXCN 012	 
 	 	 	 	 	 	 	 	T	08:00 am-11:50 am	 	 	 	Todd C. Johnson (P)	08/31-12/09	ANXCN 007	 
NR	10146	CONM	3100	01	WIT	4.000	CONSTRUCTION PROJECT MANAGEMEN	MW	11:00 am-12:15 pm	21	16	5	Mark Hasso (P)	08/31-12/09	ANXCN 306	 
NR	10147	CONM	3100	02	WIT	0.000	CONSTRUCTION PROJECT MANAG-LAB	W	09:00 am-10:50 am	21	20	1	Mark Hasso (P)	08/31-12/09	ANXSO 002	 
C	10148	CONM	3100	03	WIT	4.000	CONSTRUCTION PROJECT MANAGEMEN	MW	01:00 pm-02:15 pm	21	26	-5	Mark Hasso (P)	08/31-12/09	ANXSO 004	 
C	10149	CONM	3100	04	WIT	0.000	CONSTRUCTION PROJECT MANAG-LAB	R	10:00 am-11:50 am	21	26	-5	Mark Hasso (P)	08/31-12/09	ANXSO 002	 
NR	10150	CONM	3100	05	WIT	4.000	CONSTRUCTION PROJECT MANAGEMEN	MW	03:00 pm-04:15 pm	21	19	2	Mark Hasso (P)	08/31-12/09	ANXCN 102	 
NR	10151	CONM	3100	06	WIT	0.000	CONSTRUCTION PROJECT MANAG-LAB	R	01:00 pm-02:50 pm	21	15	6	Mark Hasso (P)	08/31-12/09	ANXSO 004	 
C	10152	CONM	3100	07	WIT	4.000	CONSTRUCTION PROJECT MANAGEMEN	TR	09:30 am-10:45 am	21	24	-3	William Kearney (P)	08/31-12/09	ANXCN 207	 
C	10153	CONM	3100	08	WIT	0.000	CONSTRUCTION PROJECT MANAG-LAB	W	11:00 am-12:50 pm	21	24	-3	William Kearney (P)	08/31-12/09	ANXSO 002	 
C	10138	CONM	3200	01	WIT	3.000	CONSTRUCTION PROJECT SCHEDULIN	M	08:00 am-09:50 am	21	23	-2	Cristina Cosma (P)	08/31-12/09	ANXCN 201	 
C	10139	CONM	3200	02	WIT	0.000	CONSTRUCTION PROJECT SCHED-LAB	R	08:00 am-09:50 am	21	23	-2	Cristina Cosma (P)	08/31-12/09	ANXSO 013	 
C	10140	CONM	3200	03	WIT	3.000	CONSTRUCTION PROJECT SCHEDULIN	M	01:00 pm-02:50 pm	21	22	-1	Cristina Cosma (P)	08/31-12/09	ANXCN 201	 
C	10141	CONM	3200	04	WIT	0.000	CONSTRUCTION PROJECT SCHED-LAB	F	10:00 am-11:50 am	21	22	-1	Cristina Cosma (P)	08/31-12/09	ANXCN 201	 
C	10142	CONM	3200	05	WIT	3.000	CONSTRUCTION PROJECT SCHEDULIN	M	10:00 am-11:50 am	21	22	-1	Cristina Cosma (P)	08/31-12/09	ANXCN 201	 
C	10143	CONM	3200	06	WIT	0.000	CONSTRUCTION PROJECT SCHED-LAB	R	01:00 pm-02:50 pm	21	22	-1	Cristina Cosma (P)	08/31-12/09	ANXSO 013	 
NR	10144	CONM	3200	07	WIT	3.000	CONSTRUCTION PROJECT SCHEDULIN	T	10:00 am-11:50 am	21	17	4	Cristina Cosma (P)	08/31-12/09	ANXSO 013	 
NR	10145	CONM	3200	08	WIT	0.000	CONSTRUCTION PROJECT SCHED-LAB	F	01:00 pm-02:50 pm	21	17	4	Cristina Cosma (P)	08/31-12/09	ANXSO 013	 
NR	11451	CONM	7000	62	WIT	3.000	EXECUTIVE MANAGEMENT FOR CM	 	TBA	20	6	14	Carl W Pearson (P)	10/26-12/12	TBA	 
NR	11301	CONM	7000	92	WIT	3.000	EXECUTIVE MANAGEMENT FOR CM	R	06:00 pm-09:00 pm	20	14	6	Ilyas Bhatti (P)	10/26-12/12	ANXSO 013	 
NR	11257	CONM	7100	62	WIT	3.000	MODERN CONST DELIVERY MTHDS	 	TBA	20	12	8	Justin M Reginato (P)	10/26-12/12	TBA	 
NR	11299	CONM	7100	91	WIT	3.000	MODERN CONST DELIVERY MTHDS	R	06:00 pm-09:00 pm	20	5	15	Cynthia C. Tsao (P)	08/31-12/16	WENTW 205	 
NR	11258	CONM	7200	61	WIT	3.000	CONSTRUCTION LAW	 	TBA	20	10	10	Frederick Trilling (P)	08/31-10/17	TBA	 
NR	11296	CONM	7200	91	WIT	3.000	CONSTRUCTION LAW	T	06:00 pm-09:00 pm	20	13	7	Mary Kaitlin McSally (P)	08/31-12/16	WENTW 212	 
NR	11297	CONM	7200	92	WIT	3.000	CONSTRUCTION LAW	T	06:00 pm-09:00 pm	20	12	8	Albert A Caldarelli (P)	08/31-12/16	WATSN 001	 
NR	11259	CONM	7300	62	WIT	3.000	REAL ESTATE DEVELOPMENT	 	TBA	20	10	10	Joshua T Anderson (P)	10/26-12/12	TBA	 
NR	11294	CONM	7300	91	WIT	3.000	REAL ESTATE DEVELOPMENT	R	06:00 pm-09:00 pm	20	13	7	Joshua T Anderson (P)	08/31-12/16	WATSN 001	 
NR	11295	CONM	7300	92	WIT	3.000	REAL ESTATE DEVELOPMENT	R	06:00 pm-09:00 pm	20	13	7	Mark Baranski (P)	08/31-12/16	DOBBS 308	 
Construction Mgmt Certificate
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	Instructor	Date (MM/DD)	Location	Attribute
NR	11356	TCMC	0210	01	WIT	2.800	CONSTRUCTION MGMT THEORY	T	05:30 pm-09:30 pm	20	15	5	Paul A Salamone (P)	08/31-10/17	WENTW 205	 
NR	11357	TCMC	0220	01	WIT	2.800	CONSTRUCTION ESTIMATING	T	05:30 pm-09:30 pm	20	12	8	Leslie Tuplin (P)	10/26-12/12	WATSN 002	 
NR	11358	TCMC	0230	01	WIT	2.800	CONSTRUCTION PROJ SCHEDULING	W	05:30 pm-09:30 pm	20	12	8	Frederick E McCullough (P)	08/31-10/17	WENTW 210	 
NR	11359	TCMC	0240	01	WIT	2.800	CONSTRUCTION PROJ CONTROL	W	05:30 pm-09:30 pm	20	15	5	Frederick E McCullough (P)	10/26-12/12	WENTW 210	 
NR	11360	TCMC	0250	01	WIT	2.800	CONTRACTS & CODES	S	08:00 am-12:00 pm	20	12	8	Pasquale Demarco (P)	08/31-10/17	WENTW 210	 
Cooperative Education (Co-op)
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	Instructor	Date (MM/DD)	Location	Attribute
NR	11138	COOP	3500	01	WIT	0.000	COOP EDUCATION 1: BSA	 	TBA	999	0	999	Jer Jurma (P)	08/31-12/09	TBA	 
NR	11139	COOP	3500	02	WIT	0.000	COOP EDUCATION 1: BIND	 	TBA	999	0	999	Rebecca F Smith (P)	08/31-12/09	TBA	 
NR	11140	COOP	3500	03	WIT	0.000	COOP EDUCATION 1: BINT	 	TBA	999	0	999	Jer Jurma (P)	08/31-12/09	TBA	 
NR	11141	COOP	3500	04	WIT	0.000	COOP EDUCATION 1: BFPM	 	TBA	999	0	999	Rebecca F Smith (P)	08/31-12/09	TBA	 
NR	11142	COOP	3500	05	WIT	0.000	COOP EDUCATION 1: BELM	 	TBA	999	0	999	Lauren Elizabeth Creamer (P)	08/31-12/09	TBA	 
NR	11143	COOP	3500	06	WIT	0.000	COOP EDUCATION 1: BEET & BSEE	 	TBA	999	7	992	Caitlin Brison (P)	08/31-12/09	TBA	 
NR	11144	COOP	3500	07	WIT	0.000	COOP EDUCATION 1: BMET & BSME	 	TBA	999	6	993	Sara H Dell (P)	08/31-12/09	TBA	 
NR	11145	COOP	3500	08	WIT	0.000	COOP EDUCATION 1: BCOT & BSCO	 	TBA	999	5	994	Caitlin Brison (P)	08/31-12/09	TBA	 
NR	11146	COOP	3500	09	WIT	0.000	COOP EDUCATION 1: BCOS	 	TBA	999	3	996	Christopher David McIntyre (P)	08/31-12/09	TBA	 
NR	11147	COOP	3500	10	WIT	0.000	COOP EDUCATION 1: BSCN	 	TBA	999	3	996	Christopher David McIntyre (P)	08/31-12/09	TBA	 
NR	11148	COOP	3500	11	WIT	0.000	COOP EDUCATION 1: BSM	 	TBA	999	3	996	Rebecca F Smith (P)	08/31-12/09	TBA	 
NR	11149	COOP	3500	12	WIT	0.000	COOP EDUCATION 1: BSCM	 	TBA	999	1	998	Janel M. Juba (P)	08/31-12/09	TBA	 
NR	11150	COOP	3500	13	WIT	0.000	COOP EDUCATION 1: BCET & BSCE	 	TBA	13	2	11	Janel M. Juba (P)	08/31-12/09	TBA	 
NR	11151	COOP	3500	14	WIT	0.000	COOP EDUCATION 1: BBME	 	TBA	999	4	995	Lauren Elizabeth Creamer (P)	08/31-12/09	TBA	 
NR	11152	COOP	3500	15	WIT	0.000	COOP EDUCATION 1: BSIS	 	TBA	999	0	999	Christopher David McIntyre (P)	08/31-12/09	TBA	 
NR	11153	COOP	3500	16	WIT	0.000	COOP EDUCATION 1: BSEN	 	TBA	999	1	998	Caitlin Brison (P)	08/31-12/09	TBA	 
NR	11154	COOP	3500	17	WIT	0.000	COOP EDUCATION 1: BSAM	 	TBA	999	1	998	Lauren Elizabeth Creamer (P)	08/31-12/09	TBA	 
